gm,gemeente,party,votes
GM0171,Noordoostpolder,50PLUS,263
GM0171,Noordoostpolder,BBB,7954
GM0171,Noordoostpolder,Belang van Nederland (BVNL),180
GM0171,Noordoostpolder,CDA,2331
GM0171,Noordoostpolder,ChristenUnie,1934
GM0171,Noordoostpolder,D66,754
GM0171,Noordoostpolder,Forum voor Democratie,797
GM0171,Noordoostpolder,GROENLINKS,870
GM0171,Noordoostpolder,JA21,748
GM0171,Noordoostpolder,Krachtig Flevoland,381
GM0171,Noordoostpolder,PVV (Partij voor de Vrijheid),1142
GM0171,Noordoostpolder,Partij van de Arbeid (P.v.d.A.),1077
GM0171,Noordoostpolder,Partij voor de Dieren,558
GM0171,Noordoostpolder,SP (Socialistische Partij),676
GM0171,Noordoostpolder,Staatkundig Gereformeerde Partij (SGP),1130
GM0171,Noordoostpolder,SterkLokaalFlevoland,429
GM0171,Noordoostpolder,VVD,1669
GM0173,Oldenzaal,50PLUS,320
GM0173,Oldenzaal,Alliantie,222
GM0173,Oldenzaal,BBB,4415
GM0173,Oldenzaal,Belang van Nederland (BVNL),127
GM0173,Oldenzaal,CDA,1723
GM0173,Oldenzaal,ChristenUnie,202
GM0173,Oldenzaal,D66,683
GM0173,Oldenzaal,Forum voor Democratie,530
GM0173,Oldenzaal,GROENLINKS,1188
GM0173,Oldenzaal,JA21,732
GM0173,Oldenzaal,JEZUS LEEFT,5
GM0173,Oldenzaal,PVV (Partij voor de Vrijheid),883
GM0173,Oldenzaal,Partij van de Arbeid (P.v.d.A.),1206
GM0173,Oldenzaal,Partij voor de Dieren,454
GM0173,Oldenzaal,SP (Socialistische Partij),448
GM0173,Oldenzaal,Samen Lokaal Twente,496
GM0173,Oldenzaal,Staatkundig Gereformeerde Partij (SGP),28
GM0173,Oldenzaal,VVD,1898
GM0173,Oldenzaal,Volt,442
GM0175,Ommen,50PLUS,90
GM0175,Ommen,Alliantie,28
GM0175,Ommen,BBB,4623
GM0175,Ommen,Belang van Nederland (BVNL),81
GM0175,Ommen,CDA,1226
GM0175,Ommen,ChristenUnie,1003
GM0175,Ommen,D66,329
GM0175,Ommen,Forum voor Democratie,239
GM0175,Ommen,GROENLINKS,472
GM0175,Ommen,JA21,332
GM0175,Ommen,JEZUS LEEFT,18
GM0175,Ommen,PVV (Partij voor de Vrijheid),373
GM0175,Ommen,Partij van de Arbeid (P.v.d.A.),457
GM0175,Ommen,Partij voor de Dieren,302
GM0175,Ommen,SP (Socialistische Partij),181
GM0175,Ommen,Samen Lokaal Twente,37
GM0175,Ommen,Staatkundig Gereformeerde Partij (SGP),222
GM0175,Ommen,VVD,702
GM0175,Ommen,Volt,166
GM0177,Raalte,50PLUS,252
GM0177,Raalte,Alliantie,110
GM0177,Raalte,BBB,9918
GM0177,Raalte,Belang van Nederland (BVNL),141
GM0177,Raalte,CDA,2433
GM0177,Raalte,ChristenUnie,458
GM0177,Raalte,D66,737
GM0177,Raalte,Forum voor Democratie,326
GM0177,Raalte,GROENLINKS,1242
GM0177,Raalte,JA21,732
GM0177,Raalte,JEZUS LEEFT,14
GM0177,Raalte,PVV (Partij voor de Vrijheid),592
GM0177,Raalte,Partij van de Arbeid (P.v.d.A.),1135
GM0177,Raalte,Partij voor de Dieren,543
GM0177,Raalte,SP (Socialistische Partij),475
GM0177,Raalte,Samen Lokaal Twente,93
GM0177,Raalte,Staatkundig Gereformeerde Partij (SGP),70
GM0177,Raalte,VVD,2239
GM0177,Raalte,Volt,371
GM0180,Staphorst,50PLUS,47
GM0180,Staphorst,Alliantie,42
GM0180,Staphorst,BBB,2885
GM0180,Staphorst,Belang van Nederland (BVNL),169
GM0180,Staphorst,CDA,615
GM0180,Staphorst,ChristenUnie,1026
GM0180,Staphorst,D66,81
GM0180,Staphorst,Forum voor Democratie,468
GM0180,Staphorst,GROENLINKS,140
GM0180,Staphorst,JA21,488
GM0180,Staphorst,JEZUS LEEFT,14
GM0180,Staphorst,PVV (Partij voor de Vrijheid),432
GM0180,Staphorst,Partij van de Arbeid (P.v.d.A.),203
GM0180,Staphorst,Partij voor de Dieren,120
GM0180,Staphorst,SP (Socialistische Partij),71
GM0180,Staphorst,Samen Lokaal Twente,8
GM0180,Staphorst,Staatkundig Gereformeerde Partij (SGP),3444
GM0180,Staphorst,VVD,314
GM0180,Staphorst,Volt,77
GM0183,Tubbergen,50PLUS,104
GM0183,Tubbergen,Alliantie,66
GM0183,Tubbergen,BBB,7636
GM0183,Tubbergen,Belang van Nederland (BVNL),74
GM0183,Tubbergen,CDA,1459
GM0183,Tubbergen,ChristenUnie,99
GM0183,Tubbergen,D66,206
GM0183,Tubbergen,Forum voor Democratie,210
GM0183,Tubbergen,GROENLINKS,267
GM0183,Tubbergen,JA21,535
GM0183,Tubbergen,JEZUS LEEFT,3
GM0183,Tubbergen,PVV (Partij voor de Vrijheid),509
GM0183,Tubbergen,Partij van de Arbeid (P.v.d.A.),303
GM0183,Tubbergen,Partij voor de Dieren,155
GM0183,Tubbergen,SP (Socialistische Partij),116
GM0183,Tubbergen,Samen Lokaal Twente,169
GM0183,Tubbergen,Staatkundig Gereformeerde Partij (SGP),35
GM0183,Tubbergen,VVD,884
GM0183,Tubbergen,Volt,153
GM0184,Urk,50PLUS,13
GM0184,Urk,BBB,3262
GM0184,Urk,Belang van Nederland (BVNL),37
GM0184,Urk,CDA,496
GM0184,Urk,ChristenUnie,897
GM0184,Urk,D66,13
GM0184,Urk,Forum voor Democratie,580
GM0184,Urk,GROENLINKS,30
GM0184,Urk,JA21,94
GM0184,Urk,Krachtig Flevoland,379
GM0184,Urk,PVV (Partij voor de Vrijheid),747
GM0184,Urk,Partij van de Arbeid (P.v.d.A.),19
GM0184,Urk,Partij voor de Dieren,27
GM0184,Urk,SP (Socialistische Partij),29
GM0184,Urk,Staatkundig Gereformeerde Partij (SGP),4519
GM0184,Urk,SterkLokaalFlevoland,25
GM0184,Urk,VVD,52
GM0189,Wierden,50PLUS,127
GM0189,Wierden,Alliantie,252
GM0189,Wierden,BBB,5255
GM0189,Wierden,Belang van Nederland (BVNL),102
GM0189,Wierden,CDA,1617
GM0189,Wierden,ChristenUnie,1062
GM0189,Wierden,D66,280
GM0189,Wierden,Forum voor Democratie,352
GM0189,Wierden,GROENLINKS,477
GM0189,Wierden,JA21,647
GM0189,Wierden,JEZUS LEEFT,15
GM0189,Wierden,PVV (Partij voor de Vrijheid),568
GM0189,Wierden,Partij van de Arbeid (P.v.d.A.),512
GM0189,Wierden,Partij voor de Dieren,191
GM0189,Wierden,SP (Socialistische Partij),193
GM0189,Wierden,Samen Lokaal Twente,246
GM0189,Wierden,Staatkundig Gereformeerde Partij (SGP),693
GM0189,Wierden,VVD,1306
GM0189,Wierden,Volt,231
GM0193,Zwolle,50PLUS,691
GM0193,Zwolle,Alliantie,290
GM0193,Zwolle,BBB,9181
GM0193,Zwolle,Belang van Nederland (BVNL),478
GM0193,Zwolle,CDA,3858
GM0193,Zwolle,ChristenUnie,7052
GM0193,Zwolle,D66,4179
GM0193,Zwolle,Forum voor Democratie,1653
GM0193,Zwolle,GROENLINKS,9347
GM0193,Zwolle,JA21,2238
GM0193,Zwolle,JEZUS LEEFT,131
GM0193,Zwolle,PVV (Partij voor de Vrijheid),2509
GM0193,Zwolle,Partij van de Arbeid (P.v.d.A.),5976
GM0193,Zwolle,Partij voor de Dieren,4483
GM0193,Zwolle,SP (Socialistische Partij),2634
GM0193,Zwolle,Samen Lokaal Twente,179
GM0193,Zwolle,Staatkundig Gereformeerde Partij (SGP),770
GM0193,Zwolle,VVD,5943
GM0193,Zwolle,Volt,3398
GM0197,Aalten,50PLUS,221
GM0197,Aalten,BBB,5598
GM0197,Aalten,Belang van Nederland (BVNL),51
GM0197,Aalten,CDA,2080
GM0197,Aalten,ChristenUnie,772
GM0197,Aalten,D66,424
GM0197,Aalten,Forum voor Democratie,285
GM0197,Aalten,GROENLINKS,654
GM0197,Aalten,JA21,356
GM0197,Aalten,Lokale Partijen Gelderland,152
GM0197,Aalten,ONS Gelderland,47
GM0197,Aalten,PVV (Partij voor de Vrijheid),435
GM0197,Aalten,Partij van de Arbeid (P.v.d.A.),911
GM0197,Aalten,Partij voor de Dieren,312
GM0197,Aalten,SP (Socialistische Partij),429
GM0197,Aalten,Staatkundig Gereformeerde Partij (SGP),98
GM0197,Aalten,VVD,998
GM0197,Aalten,Volt,252
GM0200,Apeldoorn,50PLUS,2000
GM0200,Apeldoorn,BBB,15371
GM0200,Apeldoorn,Belang van Nederland (BVNL),655
GM0200,Apeldoorn,CDA,4368
GM0200,Apeldoorn,ChristenUnie,5439
GM0200,Apeldoorn,D66,4396
GM0200,Apeldoorn,Forum voor Democratie,2189
GM0200,Apeldoorn,GROENLINKS,5747
GM0200,Apeldoorn,JA21,3016
GM0200,Apeldoorn,Lokale Partijen Gelderland,1466
GM0200,Apeldoorn,ONS Gelderland,340
GM0200,Apeldoorn,PVV (Partij voor de Vrijheid),3294
GM0200,Apeldoorn,Partij van de Arbeid (P.v.d.A.),7099
GM0200,Apeldoorn,Partij voor de Dieren,3477
GM0200,Apeldoorn,SP (Socialistische Partij),2826
GM0200,Apeldoorn,Staatkundig Gereformeerde Partij (SGP),3533
GM0200,Apeldoorn,VVD,9031
GM0200,Apeldoorn,Volt,2480
GM0202,Arnhem,50PLUS,1256
GM0202,Arnhem,BBB,6714
GM0202,Arnhem,Belang van Nederland (BVNL),434
GM0202,Arnhem,CDA,2811
GM0202,Arnhem,ChristenUnie,2278
GM0202,Arnhem,D66,5047
GM0202,Arnhem,Forum voor Democratie,2169
GM0202,Arnhem,GROENLINKS,9056
GM0202,Arnhem,JA21,1893
GM0202,Arnhem,Lokale Partijen Gelderland,937
GM0202,Arnhem,ONS Gelderland,327
GM0202,Arnhem,PVV (Partij voor de Vrijheid),3021
GM0202,Arnhem,Partij van de Arbeid (P.v.d.A.),8462
GM0202,Arnhem,Partij voor de Dieren,5692
GM0202,Arnhem,SP (Socialistische Partij),3426
GM0202,Arnhem,Staatkundig Gereformeerde Partij (SGP),242
GM0202,Arnhem,VVD,6108
GM0202,Arnhem,Volt,4525
GM0203,Barneveld,50PLUS,429
GM0203,Barneveld,BBB,8803
GM0203,Barneveld,Belang van Nederland (BVNL),225
GM0203,Barneveld,CDA,2367
GM0203,Barneveld,ChristenUnie,3647
GM0203,Barneveld,D66,606
GM0203,Barneveld,Forum voor Democratie,887
GM0203,Barneveld,GROENLINKS,600
GM0203,Barneveld,JA21,1024
GM0203,Barneveld,Lokale Partijen Gelderland,425
GM0203,Barneveld,ONS Gelderland,85
GM0203,Barneveld,PVV (Partij voor de Vrijheid),934
GM0203,Barneveld,Partij van de Arbeid (P.v.d.A.),865
GM0203,Barneveld,Partij voor de Dieren,480
GM0203,Barneveld,SP (Socialistische Partij),402
GM0203,Barneveld,Staatkundig Gereformeerde Partij (SGP),8622
GM0203,Barneveld,VVD,2117
GM0203,Barneveld,Volt,388
GM0209,Beuningen,50PLUS,336
GM0209,Beuningen,BBB,2646
GM0209,Beuningen,Belang van Nederland (BVNL),72
GM0209,Beuningen,CDA,776
GM0209,Beuningen,ChristenUnie,222
GM0209,Beuningen,D66,728
GM0209,Beuningen,Forum voor Democratie,331
GM0209,Beuningen,GROENLINKS,934
GM0209,Beuningen,JA21,692
GM0209,Beuningen,Lokale Partijen Gelderland,209
GM0209,Beuningen,ONS Gelderland,73
GM0209,Beuningen,PVV (Partij voor de Vrijheid),760
GM0209,Beuningen,Partij van de Arbeid (P.v.d.A.),1212
GM0209,Beuningen,Partij voor de Dieren,444
GM0209,Beuningen,SP (Socialistische Partij),634
GM0209,Beuningen,Staatkundig Gereformeerde Partij (SGP),33
GM0209,Beuningen,VVD,1751
GM0209,Beuningen,Volt,454
GM0213,Brummen,50PLUS,240
GM0213,Brummen,BBB,3448
GM0213,Brummen,Belang van Nederland (BVNL),78
GM0213,Brummen,CDA,615
GM0213,Brummen,ChristenUnie,304
GM0213,Brummen,D66,576
GM0213,Brummen,Forum voor Democratie,235
GM0213,Brummen,GROENLINKS,891
GM0213,Brummen,JA21,383
GM0213,Brummen,Lokale Partijen Gelderland,193
GM0213,Brummen,ONS Gelderland,61
GM0213,Brummen,PVV (Partij voor de Vrijheid),398
GM0213,Brummen,Partij van de Arbeid (P.v.d.A.),1031
GM0213,Brummen,Partij voor de Dieren,434
GM0213,Brummen,SP (Socialistische Partij),373
GM0213,Brummen,Staatkundig Gereformeerde Partij (SGP),48
GM0213,Brummen,VVD,1266
GM0213,Brummen,Volt,242
GM0214,Buren,50PLUS,294
GM0214,Buren,BBB,4385
GM0214,Buren,Belang van Nederland (BVNL),106
GM0214,Buren,CDA,757
GM0214,Buren,ChristenUnie,513
GM0214,Buren,D66,628
GM0214,Buren,Forum voor Democratie,403
GM0214,Buren,GROENLINKS,623
GM0214,Buren,JA21,674
GM0214,Buren,Lokale Partijen Gelderland,293
GM0214,Buren,ONS Gelderland,59
GM0214,Buren,PVV (Partij voor de Vrijheid),900
GM0214,Buren,Partij van de Arbeid (P.v.d.A.),912
GM0214,Buren,Partij voor de Dieren,568
GM0214,Buren,SP (Socialistische Partij),276
GM0214,Buren,Staatkundig Gereformeerde Partij (SGP),859
GM0214,Buren,VVD,1619
GM0214,Buren,Volt,319
GM0216,Culemborg,50PLUS,305
GM0216,Culemborg,BBB,1938
GM0216,Culemborg,Belang van Nederland (BVNL),106
GM0216,Culemborg,CDA,775
GM0216,Culemborg,ChristenUnie,570
GM0216,Culemborg,D66,944
GM0216,Culemborg,Forum voor Democratie,360
GM0216,Culemborg,GROENLINKS,2110
GM0216,Culemborg,JA21,653
GM0216,Culemborg,Lokale Partijen Gelderland,177
GM0216,Culemborg,ONS Gelderland,62
GM0216,Culemborg,PVV (Partij voor de Vrijheid),593
GM0216,Culemborg,Partij van de Arbeid (P.v.d.A.),1458
GM0216,Culemborg,Partij voor de Dieren,915
GM0216,Culemborg,SP (Socialistische Partij),394
GM0216,Culemborg,Staatkundig Gereformeerde Partij (SGP),154
GM0216,Culemborg,VVD,1475
GM0216,Culemborg,Volt,662
GM0221,Doesburg,50PLUS,91
GM0221,Doesburg,BBB,1191
GM0221,Doesburg,Belang van Nederland (BVNL),43
GM0221,Doesburg,CDA,359
GM0221,Doesburg,ChristenUnie,130
GM0221,Doesburg,D66,357
GM0221,Doesburg,Forum voor Democratie,186
GM0221,Doesburg,GROENLINKS,434
GM0221,Doesburg,JA21,171
GM0221,Doesburg,Lokale Partijen Gelderland,71
GM0221,Doesburg,ONS Gelderland,15
GM0221,Doesburg,PVV (Partij voor de Vrijheid),243
GM0221,Doesburg,Partij van de Arbeid (P.v.d.A.),564
GM0221,Doesburg,Partij voor de Dieren,283
GM0221,Doesburg,SP (Socialistische Partij),342
GM0221,Doesburg,Staatkundig Gereformeerde Partij (SGP),12
GM0221,Doesburg,VVD,513
GM0221,Doesburg,Volt,159
GM0222,Doetinchem,50PLUS,498
GM0222,Doetinchem,BBB,7236
GM0222,Doetinchem,Belang van Nederland (BVNL),140
GM0222,Doetinchem,CDA,2615
GM0222,Doetinchem,ChristenUnie,763
GM0222,Doetinchem,D66,1367
GM0222,Doetinchem,Forum voor Democratie,878
GM0222,Doetinchem,GROENLINKS,1724
GM0222,Doetinchem,JA21,902
GM0222,Doetinchem,Lokale Partijen Gelderland,488
GM0222,Doetinchem,ONS Gelderland,152
GM0222,Doetinchem,PVV (Partij voor de Vrijheid),1199
GM0222,Doetinchem,Partij van de Arbeid (P.v.d.A.),2974
GM0222,Doetinchem,Partij voor de Dieren,913
GM0222,Doetinchem,SP (Socialistische Partij),1201
GM0222,Doetinchem,Staatkundig Gereformeerde Partij (SGP),374
GM0222,Doetinchem,VVD,2611
GM0222,Doetinchem,Volt,785
GM0225,Druten,50PLUS,226
GM0225,Druten,BBB,2412
GM0225,Druten,Belang van Nederland (BVNL),59
GM0225,Druten,CDA,737
GM0225,Druten,ChristenUnie,134
GM0225,Druten,D66,428
GM0225,Druten,Forum voor Democratie,205
GM0225,Druten,GROENLINKS,480
GM0225,Druten,JA21,388
GM0225,Druten,Lokale Partijen Gelderland,157
GM0225,Druten,ONS Gelderland,40
GM0225,Druten,PVV (Partij voor de Vrijheid),491
GM0225,Druten,Partij van de Arbeid (P.v.d.A.),841
GM0225,Druten,Partij voor de Dieren,282
GM0225,Druten,SP (Socialistische Partij),427
GM0225,Druten,Staatkundig Gereformeerde Partij (SGP),27
GM0225,Druten,VVD,1267
GM0225,Druten,Volt,269
GM0226,Duiven,50PLUS,332
GM0226,Duiven,BBB,2966
GM0226,Duiven,Belang van Nederland (BVNL),80
GM0226,Duiven,CDA,890
GM0226,Duiven,ChristenUnie,301
GM0226,Duiven,D66,616
GM0226,Duiven,Forum voor Democratie,291
GM0226,Duiven,GROENLINKS,829
GM0226,Duiven,JA21,596
GM0226,Duiven,Lokale Partijen Gelderland,254
GM0226,Duiven,ONS Gelderland,138
GM0226,Duiven,PVV (Partij voor de Vrijheid),613
GM0226,Duiven,Partij van de Arbeid (P.v.d.A.),1236
GM0226,Duiven,Partij voor de Dieren,407
GM0226,Duiven,SP (Socialistische Partij),484
GM0226,Duiven,Staatkundig Gereformeerde Partij (SGP),56
GM0226,Duiven,VVD,1648
GM0226,Duiven,Volt,418
GM0228,Ede,50PLUS,1016
GM0228,Ede,BBB,11971
GM0228,Ede,Belang van Nederland (BVNL),348
GM0228,Ede,CDA,4174
GM0228,Ede,ChristenUnie,7333
GM0228,Ede,D66,2651
GM0228,Ede,Forum voor Democratie,1580
GM0228,Ede,GROENLINKS,4080
GM0228,Ede,JA21,2210
GM0228,Ede,Lokale Partijen Gelderland,803
GM0228,Ede,ONS Gelderland,217
GM0228,Ede,PVV (Partij voor de Vrijheid),1950
GM0228,Ede,Partij van de Arbeid (P.v.d.A.),3470
GM0228,Ede,Partij voor de Dieren,2120
GM0228,Ede,SP (Socialistische Partij),1366
GM0228,Ede,Staatkundig Gereformeerde Partij (SGP),8996
GM0228,Ede,VVD,4896
GM0228,Ede,Volt,1814
GM0230,Elburg,50PLUS,186
GM0230,Elburg,BBB,3681
GM0230,Elburg,Belang van Nederland (BVNL),83
GM0230,Elburg,CDA,966
GM0230,Elburg,ChristenUnie,2128
GM0230,Elburg,D66,221
GM0230,Elburg,Forum voor Democratie,301
GM0230,Elburg,GROENLINKS,299
GM0230,Elburg,JA21,412
GM0230,Elburg,Lokale Partijen Gelderland,160
GM0230,Elburg,ONS Gelderland,35
GM0230,Elburg,PVV (Partij voor de Vrijheid),516
GM0230,Elburg,Partij van de Arbeid (P.v.d.A.),430
GM0230,Elburg,Partij voor de Dieren,203
GM0230,Elburg,SP (Socialistische Partij),177
GM0230,Elburg,Staatkundig Gereformeerde Partij (SGP),1976
GM0230,Elburg,VVD,931
GM0230,Elburg,Volt,161
GM0232,Epe,50PLUS,391
GM0232,Epe,BBB,5325
GM0232,Epe,Belang van Nederland (BVNL),125
GM0232,Epe,CDA,1330
GM0232,Epe,ChristenUnie,1143
GM0232,Epe,D66,784
GM0232,Epe,Forum voor Democratie,422
GM0232,Epe,GROENLINKS,880
GM0232,Epe,JA21,547
GM0232,Epe,Lokale Partijen Gelderland,325
GM0232,Epe,ONS Gelderland,69
GM0232,Epe,PVV (Partij voor de Vrijheid),714
GM0232,Epe,Partij van de Arbeid (P.v.d.A.),1210
GM0232,Epe,Partij voor de Dieren,585
GM0232,Epe,SP (Socialistische Partij),358
GM0232,Epe,Staatkundig Gereformeerde Partij (SGP),872
GM0232,Epe,VVD,1863
GM0232,Epe,Volt,374
GM0233,Ermelo,50PLUS,245
GM0233,Ermelo,BBB,3177
GM0233,Ermelo,Belang van Nederland (BVNL),100
GM0233,Ermelo,CDA,1534
GM0233,Ermelo,ChristenUnie,1965
GM0233,Ermelo,D66,486
GM0233,Ermelo,Forum voor Democratie,413
GM0233,Ermelo,GROENLINKS,758
GM0233,Ermelo,JA21,588
GM0233,Ermelo,Lokale Partijen Gelderland,189
GM0233,Ermelo,ONS Gelderland,63
GM0233,Ermelo,PVV (Partij voor de Vrijheid),497
GM0233,Ermelo,Partij van de Arbeid (P.v.d.A.),715
GM0233,Ermelo,Partij voor de Dieren,543
GM0233,Ermelo,SP (Socialistische Partij),310
GM0233,Ermelo,Staatkundig Gereformeerde Partij (SGP),1351
GM0233,Ermelo,VVD,1277
GM0233,Ermelo,Volt,370
GM0243,Harderwijk,50PLUS,463
GM0243,Harderwijk,BBB,4102
GM0243,Harderwijk,Belang van Nederland (BVNL),172
GM0243,Harderwijk,CDA,1944
GM0243,Harderwijk,ChristenUnie,2979
GM0243,Harderwijk,D66,1155
GM0243,Harderwijk,Forum voor Democratie,635
GM0243,Harderwijk,GROENLINKS,1342
GM0243,Harderwijk,JA21,1149
GM0243,Harderwijk,Lokale Partijen Gelderland,380
GM0243,Harderwijk,ONS Gelderland,98
GM0243,Harderwijk,PVV (Partij voor de Vrijheid),936
GM0243,Harderwijk,Partij van de Arbeid (P.v.d.A.),1567
GM0243,Harderwijk,Partij voor de Dieren,761
GM0243,Harderwijk,SP (Socialistische Partij),542
GM0243,Harderwijk,Staatkundig Gereformeerde Partij (SGP),721
GM0243,Harderwijk,VVD,2612
GM0243,Harderwijk,Volt,662
GM0244,Hattem,50PLUS,81
GM0244,Hattem,BBB,1514
GM0244,Hattem,Belang van Nederland (BVNL),39
GM0244,Hattem,CDA,682
GM0244,Hattem,ChristenUnie,1179
GM0244,Hattem,D66,329
GM0244,Hattem,Forum voor Democratie,157
GM0244,Hattem,GROENLINKS,451
GM0244,Hattem,JA21,226
GM0244,Hattem,Lokale Partijen Gelderland,76
GM0244,Hattem,ONS Gelderland,20
GM0244,Hattem,PVV (Partij voor de Vrijheid),208
GM0244,Hattem,Partij van de Arbeid (P.v.d.A.),636
GM0244,Hattem,Partij voor de Dieren,194
GM0244,Hattem,SP (Socialistische Partij),150
GM0244,Hattem,Staatkundig Gereformeerde Partij (SGP),179
GM0244,Hattem,VVD,602
GM0244,Hattem,Volt,214
GM0246,Heerde,50PLUS,130
GM0246,Heerde,BBB,3719
GM0246,Heerde,Belang van Nederland (BVNL),84
GM0246,Heerde,CDA,1030
GM0246,Heerde,ChristenUnie,1406
GM0246,Heerde,D66,324
GM0246,Heerde,Forum voor Democratie,258
GM0246,Heerde,GROENLINKS,468
GM0246,Heerde,JA21,229
GM0246,Heerde,Lokale Partijen Gelderland,90
GM0246,Heerde,ONS Gelderland,19
GM0246,Heerde,PVV (Partij voor de Vrijheid),397
GM0246,Heerde,Partij van de Arbeid (P.v.d.A.),616
GM0246,Heerde,Partij voor de Dieren,267
GM0246,Heerde,SP (Socialistische Partij),180
GM0246,Heerde,Staatkundig Gereformeerde Partij (SGP),410
GM0246,Heerde,VVD,715
GM0246,Heerde,Volt,172
GM0252,Heumen,50PLUS,189
GM0252,Heumen,BBB,1442
GM0252,Heumen,Belang van Nederland (BVNL),46
GM0252,Heumen,CDA,754
GM0252,Heumen,ChristenUnie,191
GM0252,Heumen,D66,773
GM0252,Heumen,Forum voor Democratie,170
GM0252,Heumen,GROENLINKS,998
GM0252,Heumen,JA21,318
GM0252,Heumen,Lokale Partijen Gelderland,132
GM0252,Heumen,ONS Gelderland,33
GM0252,Heumen,PVV (Partij voor de Vrijheid),279
GM0252,Heumen,Partij van de Arbeid (P.v.d.A.),997
GM0252,Heumen,Partij voor de Dieren,432
GM0252,Heumen,SP (Socialistische Partij),356
GM0252,Heumen,Staatkundig Gereformeerde Partij (SGP),5
GM0252,Heumen,VVD,1197
GM0252,Heumen,Volt,417
GM0262,Lochem,50PLUS,321
GM0262,Lochem,BBB,7119
GM0262,Lochem,Belang van Nederland (BVNL),96
GM0262,Lochem,CDA,1087
GM0262,Lochem,ChristenUnie,558
GM0262,Lochem,D66,1319
GM0262,Lochem,Forum voor Democratie,428
GM0262,Lochem,GROENLINKS,1685
GM0262,Lochem,JA21,472
GM0262,Lochem,Lokale Partijen Gelderland,355
GM0262,Lochem,ONS Gelderland,65
GM0262,Lochem,PVV (Partij voor de Vrijheid),335
GM0262,Lochem,Partij van de Arbeid (P.v.d.A.),1843
GM0262,Lochem,Partij voor de Dieren,1011
GM0262,Lochem,SP (Socialistische Partij),523
GM0262,Lochem,Staatkundig Gereformeerde Partij (SGP),47
GM0262,Lochem,VVD,2241
GM0262,Lochem,Volt,680
GM0263,Maasdriel,50PLUS,291
GM0263,Maasdriel,BBB,3148
GM0263,Maasdriel,Belang van Nederland (BVNL),196
GM0263,Maasdriel,CDA,964
GM0263,Maasdriel,ChristenUnie,243
GM0263,Maasdriel,D66,527
GM0263,Maasdriel,Forum voor Democratie,359
GM0263,Maasdriel,GROENLINKS,587
GM0263,Maasdriel,JA21,697
GM0263,Maasdriel,Lokale Partijen Gelderland,134
GM0263,Maasdriel,ONS Gelderland,41
GM0263,Maasdriel,PVV (Partij voor de Vrijheid),856
GM0263,Maasdriel,Partij van de Arbeid (P.v.d.A.),636
GM0263,Maasdriel,Partij voor de Dieren,379
GM0263,Maasdriel,SP (Socialistische Partij),497
GM0263,Maasdriel,Staatkundig Gereformeerde Partij (SGP),301
GM0263,Maasdriel,VVD,1662
GM0263,Maasdriel,Volt,286
GM0267,Nijkerk,50PLUS,468
GM0267,Nijkerk,BBB,5318
GM0267,Nijkerk,Belang van Nederland (BVNL),164
GM0267,Nijkerk,CDA,2023
GM0267,Nijkerk,ChristenUnie,2917
GM0267,Nijkerk,D66,828
GM0267,Nijkerk,Forum voor Democratie,609
GM0267,Nijkerk,GROENLINKS,877
GM0267,Nijkerk,JA21,946
GM0267,Nijkerk,Lokale Partijen Gelderland,367
GM0267,Nijkerk,ONS Gelderland,89
GM0267,Nijkerk,PVV (Partij voor de Vrijheid),1020
GM0267,Nijkerk,Partij van de Arbeid (P.v.d.A.),1082
GM0267,Nijkerk,Partij voor de Dieren,503
GM0267,Nijkerk,SP (Socialistische Partij),442
GM0267,Nijkerk,Staatkundig Gereformeerde Partij (SGP),1650
GM0267,Nijkerk,VVD,2435
GM0267,Nijkerk,Volt,562
GM0268,Nijmegen,50PLUS,1017
GM0268,Nijmegen,BBB,5786
GM0268,Nijmegen,Belang van Nederland (BVNL),354
GM0268,Nijmegen,CDA,3550
GM0268,Nijmegen,ChristenUnie,1616
GM0268,Nijmegen,D66,7491
GM0268,Nijmegen,Forum voor Democratie,1723
GM0268,Nijmegen,GROENLINKS,16573
GM0268,Nijmegen,JA21,2152
GM0268,Nijmegen,Lokale Partijen Gelderland,804
GM0268,Nijmegen,ONS Gelderland,302
GM0268,Nijmegen,PVV (Partij voor de Vrijheid),3015
GM0268,Nijmegen,Partij van de Arbeid (P.v.d.A.),12189
GM0268,Nijmegen,Partij voor de Dieren,7762
GM0268,Nijmegen,SP (Socialistische Partij),5284
GM0268,Nijmegen,Staatkundig Gereformeerde Partij (SGP),152
GM0268,Nijmegen,VVD,6283
GM0268,Nijmegen,Volt,7814
GM0269,Oldebroek,50PLUS,136
GM0269,Oldebroek,BBB,4120
GM0269,Oldebroek,Belang van Nederland (BVNL),90
GM0269,Oldebroek,CDA,912
GM0269,Oldebroek,ChristenUnie,2145
GM0269,Oldebroek,D66,167
GM0269,Oldebroek,Forum voor Democratie,373
GM0269,Oldebroek,GROENLINKS,301
GM0269,Oldebroek,JA21,311
GM0269,Oldebroek,Lokale Partijen Gelderland,110
GM0269,Oldebroek,ONS Gelderland,63
GM0269,Oldebroek,PVV (Partij voor de Vrijheid),551
GM0269,Oldebroek,Partij van de Arbeid (P.v.d.A.),453
GM0269,Oldebroek,Partij voor de Dieren,164
GM0269,Oldebroek,SP (Socialistische Partij),172
GM0269,Oldebroek,Staatkundig Gereformeerde Partij (SGP),1807
GM0269,Oldebroek,VVD,524
